pub_date,headline,abstract,snippet,lead_paragraph,source,type_of_material,document_type,word_count,web_url,section_name,subsection_name,news_desk
2012-06-25T22:32:42Z,Apple Tweaks Its ‘We’re Safe’ Message and Antivirus Makers Take Notice,"Apple, which once bragged that that its Mac computer “Doesn’t get PC viruses,” recently tweaked its marketing message to read: “Built to be safe.” Antivirus makers have been quick to call the tweak an official admission by Apple that this computers are no longer immune from attacks common to PCs running Windows. Or is it just the latest instance of antivirus makers over-hyping a threat to sell more product because Apple is selling significantly more computers than ever before?","Apple, which once bragged that that its Mac computer “Doesn’t get PC viruses,” recently tweaked its marketing message to read: “Built to be safe.” Antivirus makers have been quick to call the tweak an official admission by Apple that this computer...","It was a subtle tweak, but it didn’t go unnoticed by antivirus software makers for long.",The New York Times,News,article,509,https://bits.blogs.nytimes.com/2012/06/25/apple-tweaks-its-were-safe-message-and-antivirus-makers-take-notice/,Technology,,""
2012-06-25T00:03:58Z,A Weapon We Can’t Control,The United States should pursue an international treaty regulating cyberweapons — or face the consequences.,The United States should pursue an international treaty regulating cyberweapons — or face the consequences.,London,The New York Times,Op-Ed,article,852,https://www.nytimes.com/2012/06/25/opinion/stuxnet-will-come-back-to-haunt-us.html,Opinion,,OpEd
2012-06-22T20:11:04Z,It’s as Easy as 123!@S,"As our dependency on the Internet has grown, so has the complexity of its restrictions. The end result: a mind-boggling array of personal codes.","As our dependency on the Internet has grown, so has the complexity of its restrictions. The end result: a mind-boggling array of personal codes.",WITH numbers. Without. One capital letter. None. More than eight characters. Fewer than 16.,The New York Times,News,article,1452,https://www.nytimes.com/2012/06/24/fashion/computer-passwords-grow-ever-more-complicated.html,Fashion & Style,,Styles
2012-06-03T23:58:56Z,Asleep at the Laptop,"With all the attention to the so-called fiscal cliff, it is equally important to ask whether collective inaction has us barreling toward a cybercliff.","With all the attention to the so-called fiscal cliff, it is equally important to ask whether collective inaction has us barreling toward a cybercliff.","THE alarm bells sound regularly: cybergeddon; the next Pearl Harbor; one of the greatest existential threats facing the United States. With increasing frequency, these are the grave terms officials invoke about the menace of cybercrime — and they’re not understating the threat. ",The New York Times,Op-Ed,article,849,https://www.nytimes.com/2012/06/04/opinion/preventing-a-cybercrime-wave.html,Opinion,,OpEd
2012-06-01T12:32:22Z,Obama’s Counterterrorism Actions Complicate Republican Strategy,A report in The New York Times is the latest evidence that Mr. Obama has embraced the use of his predecessor’s national security and anti-terrorism machinery.,A report in The New York Times is the latest evidence that Mr. Obama has embraced the use of his predecessor’s national security and anti-terrorism machinery.,The revelation that President Obama has been personally and secretly directing a covert cyberwar against Iran could have political implications as the president enters the final stretch of his re-election campaign against Mitt Romney this year.,The New York Times,News,article,972,https://thecaucus.blogs.nytimes.com/2012/06/01/obamas-counterterrorism-actions-complicate-republican-strategy/,U.S.,Politics,""
2012-05-30T21:52:58Z,Small Cameras That Can Switch Focus or Ride a Bike,"As more and more people take pictures using their cellphone, manufacturers are producing interesting and unusual cameras that can still fit in pocket.","As more and more people take pictures using their cellphone, manufacturers are producing interesting and unusual cameras that can still fit in pocket.","POINT-AND-SHOOT cameras are being assaulted on all fronts. Smartphones are threatening to make pocket-size cameras unnecessary by offering passable results on a device many people are already carrying around. Meanwhile, photographers who want better performance are likely to be tempted by mirrorless interchangeable lens cameras, which are shrinking to nearly pocket size while offering features like those found on professional-level, single-lens reflex cameras.",The New York Times,News,article,975,https://www.nytimes.com/2012/05/31/technology/personaltech/small-cameras-that-can-switch-focus-or-ride-a-bike.html,Technology,Personal Tech,Business
2012-05-30T11:42:18Z,Malicious E-Mail Attachment on Olympics Making Rounds on the Internet,"A schedule of the 2012 London Olympics has been circulating on the Internet that, alas, is not a schedule, but a Chinese cyber attack. The advice: Don’t open it.","A schedule of the 2012 London Olympics has been circulating on the Internet that, alas, is not a schedule, but a Chinese cyber attack. The advice: Don’t open it.",Olympics enthusiasts: You may want to think twice before opening that PDF e-mail attachment of the 2012 Olympics schedule.,The New York Times,News,article,119,https://bits.blogs.nytimes.com/2012/05/30/olympics-themed-threat-makes-rounds-on-the-internet/,Technology,,""
2012-05-29T18:17:23Z,Iran Confirms Attack by Virus That Collects Information,"Though newly identified, the virus, called Flame, could be five years old, experts say. It is designed not to do damage, but to collect information from sources.","Though newly identified, the virus, called Flame, could be five years old, experts say. It is designed not to do damage, but to collect information from sources.","TEHRAN — The computers of high-ranking Iranian officials appear to have been penetrated by a data-mining virus called Flame, in what may be the most destructive cyberattack on Iran since the notorious Stuxnet virus, an Iranian cyberdefense organization confirmed on Tuesday.",The New York Times,News,article,621,https://www.nytimes.com/2012/05/30/world/middleeast/iran-confirms-cyber-attack-by-new-virus-called-flame.html,World,Middle East,Foreign
2012-05-29T11:39:09Z,Israel Gets the Blame for Flame Virus,"A new powerful weapon in the cyber war has been unleashed, according to Russian researchers. Iran seems to be the main target of the Flame virus, so is Israel responsible?","A new powerful weapon in the cyber war has been unleashed, according to Russian researchers. Iran seems to be the main target of the Flame virus, so is Israel responsible?",LONDON — No prize for guessing who is getting the blame – or should that be the credit – for creating a new spyware super bug reported to have infected computers throughout the Middle East.,The New York Times,News,article,546,https://rendezvous.blogs.nytimes.com/2012/05/29/israel-gets-the-blame-for-flame/,World,,""
2012-05-24T22:43:31Z,New Under the Sun: Books for Basking,"Here’s a sampling of beach reads to suit every taste, from history to science fiction.","Here’s a sampling of beach reads to suit every taste, from history to science fiction.",The heroine of this year’s best beach read was beheaded 476 years ago. The most chilling nonfiction spy story unfolds in cyberspace. The coolest biographical subject is a comic-book character. The hottest history is recent. The most amazing act of kindness is performed by an elephant. The most Harry Potter-ish action-adventure romance unfolds against the backdrop of the Arab Spring. And the Olympian Walter Cronkite shares space on the TV shelf with the guy behind Bravo’s “Real Housewives” shows.,The New York Times,Review,article,2417,https://www.nytimes.com/2012/05/25/books/granddad-theres-a-head-on-the-beach-and-other-summer-reads.html,Books,,Weekend
2012-05-15T21:05:37Z,Hackers Breach Sites of Foreign Policy and Human Rights Groups,"Security researchers have discovered that hackers breached Web sites belonging to several foreign policy and human rights groups using security flaws in Adobe and Oracle software. Among the sites still infected were sites belonging to Amnesty International Hong Kong, the Center for Defense Information and the Cambodian Ministry of Foreign Affairs.",Security researchers have discovered that hackers breached Web sites belonging to several foreign policy and human rights groups using security flaws in Adobe and Oracle software. Among the sites still infected were sites belonging to Amnesty Inte...,"In recent weeks, hackers have breached Web sites belonging to several foreign policy and human rights groups, including Amnesty International and the International Institute for Counter-Terrorism, a nonprofit organization based in Israel that researches terrorism issues.",The New York Times,News,article,430,https://bits.blogs.nytimes.com/2012/05/15/hackers-breach-sites-of-foreign-policy-and-human-rights-groups/,Technology,,""
2012-05-01T23:00:19Z,"Malware for Macs Lucrative, Security Researchers Say","Long told that they were safe from computer viruses and malware attacks, Apple users last month fell victim to the largest-scale malware attack on Macs to date. Security experts now estimate that the malware made cyber criminals $10,000 a day.","Long told that they were safe from computer viruses and malware attacks, Apple users last month fell victim to the largest-scale malware attack on Macs to date. Security experts now estimate that the malware made cyber criminals $10,000 a day."," Last month, cybercriminals embarked on what quickly became one of the largest-scale malware attacks on Apple computers to date. Their motive was financial: security researchers now estimate that the infected computers made the malware’s creators $10,000 a day.",The New York Times,News,article,402,https://bits.blogs.nytimes.com/2012/05/01/malware-for-macs-lucrative-security-researchers-say/,Technology,,""
2012-04-27T03:23:29Z,House Votes to Approve Disputed Hacking Bill,The vote defies a promised presidential veto on a bill that encourages intelligence agencies and businesses to share information on cyberthreats.,The vote defies a promised presidential veto on a bill that encourages intelligence agencies and businesses to share information on cyberthreats.,"WASHINGTON — Defying a veto threat from President Obama, the House on Thursday passed a bill that encourages intelligence agencies and businesses to share information about threats to computer systems, including attacks on American Web sites by hackers in China and other countries.",The New York Times,News,article,607,https://www.nytimes.com/2012/04/27/us/politics/house-defies-veto-threat-on-hacking-bill.html,U.S.,Politics,National
2012-04-24T16:34:49Z,Nissan Is Latest Company to Get Hacked,"Nissan said it was hacked two weeks ago. The intruders stole employees’ log-in credentials, but the company said its intellectual property and consumer data had not been breached. The incident is just the latest in a string of cyberattacks on companies, in which the culprit is difficult to trace.","Nissan said it was hacked two weeks ago. The intruders stole employees’ log-in credentials, but the company said its intellectual property and consumer data had not been breached. The incident is just the latest in a string of cyberattacks on comp...",Nissan confirmed its computer systems were hacked two weeks ago.,The New York Times,News,article,455,https://bits.blogs.nytimes.com/2012/04/24/nissan-is-latest-company-to-get-hacked/,Technology,,""
2012-04-15T04:10:01Z,"Out of Adversity, Visions of Life","Like many of his artist peers in Africa, Salif Diabagaté, in Abidjan, Ivory Coast, persists despite obstacles — like a recent civil war.","Like many of his artist peers in Africa, Salif Diabagaté, in Abidjan, Ivory Coast, persists despite obstacles — like a recent civil war.","ABIDJAN, Ivory Coast ",The New York Times,News,article,2219,https://www.nytimes.com/2012/04/15/arts/design/salif-diabagate-and-other-artists-struggle-in-africa.html,Arts,Art & Design,Arts&Leisure
2012-04-10T15:16:58Z,"One on One: Asheem Chandna, Venture Capitalist","Asheem Chandna, a partner at Greylock Partners, is a board member at Imperva and Palo Alto Networks and an investor in more than a dozen security-focused start-ups. He talks about how the nature of the cybersecurity threat is changing and what opportunities lie ahead.","Asheem Chandna, a partner at Greylock Partners, is a board member at Imperva and Palo Alto Networks and an investor in more than a dozen security-focused start-ups. He talks about how the nature of the cybersecurity threat is changing and what opp...","Every week now, we get a jolting reminder of just how vulnerable our personal, financial and national security information is to hackers — and how inadequate existing security solutions have become.",The New York Times,News,article,1152,https://bits.blogs.nytimes.com/2012/04/10/one-on-one-asheem-chandna-venture-capitalist/,Technology,,""
2012-04-02T23:50:55Z,How China Steals Our Secrets,"Foreign hackers are stealing America’s corporate secrets, and Congress is doing nothing to stop them.","Foreign hackers are stealing America’s corporate secrets, and Congress is doing nothing to stop them.",Washington,The New York Times,Op-Ed,article,753,https://www.nytimes.com/2012/04/03/opinion/how-china-steals-our-secrets.html,Opinion,,OpEd
2012-03-30T05:36:56Z,Chinese Grad Student Hacks Indian Military Research Firms,"More than 200 security breaches reported, all traced to one former graduate student.","More than 200 security breaches reported, all traced to one former graduate student.",India’s military preparedness and the possibility of defense breaches has dominated the news after Army chief V.K.. Singh’s letter to Prime Minister Manmohan Singh surfaced recently calling India’s weapons “obsolete.” ,The New York Times,News,article,343,https://india.blogs.nytimes.com/2012/03/30/chinese-grad-student-hacks-indian-military-research-firms/,World,Asia Pacific,Foreign
2012-03-29T11:01:38Z,Europe Cracks Down on Cybercrime,"Internet crime costs billions of euros a year, but a lack of coordination between countries has hampered efforts to detect and prosecute offenders. The Union moved this week to change that.","Internet crime costs billions of euros a year, but a lack of coordination between countries has hampered efforts to detect and prosecute offenders. The Union moved this week to change that.","LONDON — The European Union is preparing new steps to crack down on bot-herders, identity thieves, web hijackers and other online fraudsters who are skimming millions of euros a day from a growing number of its half billion citizens.",The New York Times,News,article,440,https://rendezvous.blogs.nytimes.com/2012/03/29/europe-cracks-down-on-cybercrime/,World,,""
2012-03-20T22:49:07Z,"Crime, Punishment and the Rutgers Case",Readers react to the conviction of Dharun Ravi in the Rutgers hate crime case.,Readers react to the conviction of Dharun Ravi in the Rutgers hate crime case.,To the Editor:,The New York Times,Letter,article,944,https://www.nytimes.com/2012/03/21/opinion/crime-punishment-and-the-rutgers-case.html,Opinion,,Letters
2012-03-16T13:52:21Z,While You Were Gone,A psychic heroine searches for answers about her dead mother.,A psychic heroine searches for answers about her dead mother.,"The darkly comic world of Heidi Julavits’s latest novel contains warring psychics, missing people who’ve deliberately vanished themselves, twisted avant-garde filmmakers, absent mothers, striving academics, plastic surgery enthusiasts, Sylvia Plath obsessives — and the people who love to hate and pursue all of them. Beneath this hyperactivity, the novel deals, fundamentally, with the “economics of revenge” and a daughter’s search for her mother. It is told in Julavits’s signature style: sharp-eyed, sardonic, hilarious.",The New York Times,Review,article,1238,https://www.nytimes.com/2012/03/18/books/review/the-vanishers-by-heidi-julavits.html,Books,Book Review,BookReview
2012-03-14T00:26:10Z,New Interest in Hacking as Threat to Security,"An increase in attacks on computer systems that control critical infrastructure, factories and databases has prompted a new focus on cybersecurity legislation.","An increase in attacks on computer systems that control critical infrastructure, factories and databases has prompted a new focus on cybersecurity legislation.","WASHINGTON — During the five-month period between October and February, there were 86 reported attacks on computer systems in the United States that control critical infrastructure, factories and databases, according to the Department of Homeland Security, compared with 11 over the same period a year ago.",The New York Times,News,article,849,https://www.nytimes.com/2012/03/14/us/new-interest-in-hacking-as-threat-to-us-security.html,U.S.,,National
2012-03-12T16:00:32Z,Europe Must Defend Itself,"Guest commentator Brigitte Adès writes that with the U.S. cutting nearly a half-trillion dollars in defense spending over ten years, Europe and NATO must evolve. The question is, are they ready?","Guest commentator Brigitte Adès writes that with the U.S. cutting nearly a half-trillion dollars in defense spending over ten years, Europe and NATO must evolve. The question is, are they ready?","After President Barack Obama’s announcement this year of significant changes to the U.S. defense strategy, the world has mostly focused on the shift toward Asia and the Pacific. However. this is only one aspect of the new U.S. posture. It also has a great impact from a European defense point of view, as senior American strategists and NATO officials told me during the meeting of NATO defense ministers in Brussels last month. ",The New York Times,News,article,766,https://rendezvous.blogs.nytimes.com/2012/03/12/europe-must-defend-itself/,World,,""
2012-03-08T12:55:30Z,Tap Into the Gifted Young Hackers,"We need to learn about hackers, engage with them more and examine if and how we can use their skills as a force for good.","We need to learn about hackers, engage with them more and examine if and how we can use their skills as a force for good.","Teenagers are not usually the main targets of the F.B.I., whose agents are used to dealing with hardened criminals. But for the Cyber Division, they appear to be the norm. ",International Herald Tribune,Op-Ed,article,1008,https://www.nytimes.com/2012/03/09/opinion/tap-into-the-gifted-young-hackers.html,Opinion,,OpEd
2012-03-05T15:33:40Z,London Calling,"This weekend’s magazine was devoted to London. While it’s a “photography issue,” it does include writers and text, of course. But — also of course — there’s no way we could have included enough words or pictures to justly capture the city’s literary lion-icity. Here’s an arbitrary, unrepresentative sampling from some of the writers who go on and on about the place.","This weekend’s magazine was devoted to London. While it’s a “photography issue,” it does include writers and text, of course. But — also of course — there’s no way we could have included enough words or pictures to justly capture the city’s litera...","Last fall, National Geographic Traveler ranked London No. 3 on its list of the world’s “Top 10 Literary Cities.” It’s a mystery it didn’t finish first: what other burg belongs in the running for the all-time City of Writers title? (Nos. 1 and 2 were also in the British Isles, for what that’s worth.) As a Stanford University site called Authorial London puts it, “A comprehensive Web site for literary London would occupy an entire server.” See for yourself — check out the pantheon hosted there. And note that it’s pretty much just an old-timer’s wing.",The New York Times,News,article,3902,https://6thfloor.blogs.nytimes.com/2012/03/05/london-calling/,Magazine,,""
2012-02-29T03:11:09Z,Interpol Site Knocked Offline Following Anonymous Arrests,"Interpol’s Web site went down Tuesday just hours after the international police agency announced the arrest of 25 suspected members of the hacking collective Anonymous in Argentina, Chile, Colombia and Spain.","Interpol’s Web site went down Tuesday just hours after the international police agency announced the arrest of 25 suspected members of the hacking collective Anonymous in Argentina, Chile, Colombia and Spain.","Interpol’s Web site went down Tuesday just hours after the international police agency announced the arrest of 25 suspected members of the hacking collective Anonymous in Argentina, Chile, Colombia and Spain.",The New York Times,News,article,272,https://bits.blogs.nytimes.com/2012/02/28/interpol-site-knocked-offline-following-anonymous-arrests/,Technology,,""
2012-02-24T18:04:00Z,Campaigning Against the Modern World,Rick Santorum isn’t happy with the first Catholic president either.,Rick Santorum isn’t happy with the first Catholic president either.,"As a journalist who covered Rick Santorum in Pennsylvania for years, I can understand the Tea Party’s infatuation with him. It’s his anger. It is in perfect synch with the constituency he is wooing.",The New York Times,News,article,1312,https://campaignstops.blogs.nytimes.com/2012/02/24/campaigning-against-the-modern-world/,Opinion,,""
2012-02-17T17:54:32Z,Preparing for DDoS Attacks or Just Groundhog Day,"A number of companies help Web sites fight basic cyber attacks and unexpected traffic, but most are prohibitively expensive. CloudFlare, a two-year-old San Francisco start-up, helps defend Web sites from cyber attacks on the cheap. Two years in, it counts Groundhog.org, Metallica and Stratfor as customers.","A number of companies help Web sites fight basic cyber attacks and unexpected traffic, but most are prohibitively expensive. CloudFlare, a two-year-old San Francisco start-up, helps defend Web sites from cyber attacks on the cheap. Two years in, i...", A “distributed denial of service” attack — or what security gurus call a DDoS attack — is a little like what happens to Groundhog.org on Groundhog Day.,The New York Times,News,article,624,https://bits.blogs.nytimes.com/2012/02/17/preparing-for-ddos-attacks-or-just-groundhog-day/,Technology,,""
2012-02-14T17:50:09Z,Hacking Group Attacks Weapons Maker,"Hackers observing the one-year anniversary of the uprising in Bahrain attacked Combined Systems, a company based in Jamestown, Pa., saying that the attack was in retaliation for the company’s sale of chemical weapons “to repress our revolutionary movements.”","Hackers observing the one-year anniversary of the uprising in Bahrain attacked Combined Systems, a company based in Jamestown, Pa., saying that the attack was in retaliation for the company’s sale of chemical weapons “to repress our revolutionary ..."," While many celebrated Valentine’s Day on Tuesday, hackers celebrated a different holiday: the one-year anniversary of the uprising in Bahrain, sometimes called the February 14 Revolution. They attacked Combined Systems, a company based in Jamestown, Pa., saying that the attack was in retaliation for sales by the company of chemical weapons “to repress our revolutionary movements.”",The New York Times,News,article,468,https://bits.blogs.nytimes.com/2012/02/14/hacking-group-attacks-weapons-maker/,Technology,,""
2012-02-10T22:14:01Z,Anonymous Says It Knocked C.I.A. Site Offline,"Hackers claimed responsibility for knocking the Web site of the Central Intelligence Agency offline, under the banner of the hacking collective Anonymous. By late Friday afternoon, the site was still unavailable.","Hackers claimed responsibility for knocking the Web site of the Central Intelligence Agency offline, under the banner of the hacking collective Anonymous. By late Friday afternoon, the site was still unavailable."," Hackers claimed responsibility for knocking the Web site of the Central Intelligence Agency offline on Friday, under the banner of the hacking collective Anonymous. By late Friday afternoon, the site was still unavailable.",The New York Times,News,article,281,https://bits.blogs.nytimes.com/2012/02/10/anonymous-says-it-knocked-c-i-a-site-offline/,Technology,,""
2012-01-31T13:15:40Z,Euro-Atlantic Goals,The Euro- Atlantic region needs to shape an inclusive and effective security community.,The Euro- Atlantic region needs to shape an inclusive and effective security community.,"At the close of the Cold War, hopes were high for a more organized and peaceful international system. Two decades later, there is not much sign of one emerging. ",International Herald Tribune,Op-Ed,article,742,https://www.nytimes.com/2012/02/01/opinion/euro-atlantic-goals.html,Opinion,,OpEd
2012-01-25T02:12:21Z,President Obama’s State of the Union Address,The transcript of President Obama’s State of the Union address.,The transcript of President Obama’s State of the Union address.,"Following is the transcript of President Obama’s State of the Union address on Jan. 24, 2012, as released by the White House:",The New York Times,Text,article,7170,https://www.nytimes.com/2012/01/25/us/politics/state-of-the-union-2012-transcript.html,U.S.,Politics,National
2012-01-20T03:56:44Z,Santorum Rose Quickly From Reformer to Insider,"When Rick Santorum entered the House in 1991, he joined with a group of other freshmen to shame the House leadership into releasing the names of those who bounced checks at the House bank.","When Rick Santorum entered the House in 1991, he joined with a group of other freshmen to shame the House leadership into releasing the names of those who bounced checks at the House bank.","WASHINGTON — Rick Santorum arrived on Capitol Hill as a new member of Congress in January 1991, 32 years old and bristling with the impatience of a man looking to kick up a fuss. Eight months later, he got his chance when he learned of lawmaker overdrafts at the little-known House bank.",The New York Times,News,article,1973,https://www.nytimes.com/2012/01/20/us/politics/santorum-rose-quickly-from-reformer-to-insider.html,U.S.,Politics,National
2012-01-17T19:34:24Z,Even Big Companies Cannot Protect Their Data,"Breaches that hit two Amazon-owned sites, Zappos.com and 6PM, over the weekend point to an unsettling truth: even the biggest players on the Web cannot guarantee that their customers’ personal information is safe. Instead, many security experts throw the burden back to consumers by recommending that consumers take a more vigilant approach to protecting their personal data","Breaches that hit two Amazon-owned sites, Zappos.com and 6PM, over the weekend point to an unsettling truth: even the biggest players on the Web cannot guarantee that their customers’ personal information is safe. Instead, many security experts th...",9:02 p.m. | Updated ,The New York Times,News,article,873,https://bits.blogs.nytimes.com/2012/01/17/even-big-companies-cannot-protect-their-data/,Technology,,""
2012-01-17T02:40:28Z,Embracing the Pretzel,"As Jon Huntsman exits the presidential race, he reverts to familiar partisan hypocrisy.","As Jon Huntsman exits the presidential race, he reverts to familiar partisan hypocrisy.","At debates his opponents sported ties with colors from the flag: blue or, better yet, blistering Republican red.",The New York Times,Op-Ed,article,821,https://www.nytimes.com/2012/01/17/opinion/embracing-the-pretzel.html,Opinion,,Editorial
2012-01-16T16:41:51Z,2 Israeli Web Sites Crippled as Cyberwar Escalates,"Unknown attackers disrupted access on Monday to the symbolically strategic Web sites of the Tel Aviv Stock Exchange and El Al, the national airline.","Unknown attackers disrupted access on Monday to the symbolically strategic Web sites of the Tel Aviv Stock Exchange and El Al, the national airline.","JERUSALEM — Israel faced an escalating cyberwar on Monday as unknown attackers disrupted access to the symbolically strategic Web sites of the Tel Aviv Stock Exchange and El Al, the national airline.",The New York Times,News,article,487,https://www.nytimes.com/2012/01/17/world/middleeast/cyber-attacks-temporarily-cripple-2-israeli-web-sites.html,World,Middle East,Foreign
2012-01-12T15:00:24Z,Malicious Software Attacks Security Cards Used by Pentagon,"Chinese hackers have deployed a new cyber weapon that is aimed at the federal agencies and United States  businesses, security researchers say.","Chinese hackers have deployed a new cyber weapon that is aimed at the federal agencies and United States  businesses, security researchers say."," Chinese hackers have deployed a new cyber weapon that is aimed at the Defense Department, the Department of Homeland Security, the State Department and potentially a number of other United States government agencies and businesses, security researchers say. ",The New York Times,News,article,544,https://bits.blogs.nytimes.com/2012/01/12/malicious-software-attacks-security-cards-used-by-pentagon/,Technology,,""
2012-01-10T13:15:28Z,The Failure of Governance in a Hyperconnected World,"The Global Risks 2012 report explores dystopian threats, system safeguards and the Internet.","The Global Risks 2012 report explores dystopian threats, system safeguards and the Internet.","Most of us are taught to think about the long-term consequences of our actions, but it is a life lesson that is easily forgotten — both on an individual and an organizational level. This is why, each year, the World Economic Forum poses the question, “What risks should the world’s leaders be addressing over the next 10 years?”",International Herald Tribune,Op-Ed,article,802,https://www.nytimes.com/2012/01/11/opinion/the-failure-of-governance-in-a-hyperconnected-world.html,Opinion,,OpEd
2012-01-07T20:18:12Z,The Grating Santorum,"In New Hampshire, Rick Santorum’s hot politics of aggrievement are competing with Mitt Romney’s cold politics of convenience.","In New Hampshire, Rick Santorum’s hot politics of aggrievement are competing with Mitt Romney’s cold politics of convenience.","MANCHESTER, N.H.",The New York Times,Op-Ed,article,815,https://www.nytimes.com/2012/01/08/opinion/sunday/dowd-the-grating-santorum.html,Opinion,Sunday Review,Editorial
2012-01-06T22:23:28Z,"Cyberattack Exposes 20,000 Israeli Credit Card Numbers and Details About Users",The attack came in two waves this week by a hacker or team of hackers presenting themselves as Saudi Arabian.,The attack came in two waves this week by a hacker or team of hackers presenting themselves as Saudi Arabian.,"JERUSALEM — The credit card details of more than 20,000 Israelis were exposed on the Internet in two waves this week by a hacker or team of hackers who said they were Saudis. ",The New York Times,News,article,468,https://www.nytimes.com/2012/01/07/world/middleeast/cyberattack-exposes-20000-israeli-credit-card-numbers.html,World,Middle East,Foreign
2011-12-26T02:32:31Z,Hackers Breach the Web Site of Stratfor Global Intelligence,"In a sinister Christmas message, the Anonymous hacking collective penetrated the site of Stratfor and began sending donations from people in its database to diverse charities.","In a sinister Christmas message, the Anonymous hacking collective penetrated the site of Stratfor and began sending donations from people in its database to diverse charities.","While the rest of the world engaged in merriment and good cheer, hackers used the holidays to attack a United States research group that puts out a daily newsletter on security issues. ",The New York Times,News,article,674,https://www.nytimes.com/2011/12/26/technology/hackers-breach-the-web-site-of-stratfor-global-intelligence.html,Technology,,Business
2011-12-23T15:58:10Z,Insurance Against Cyber Attacks Expected to Boom,"Despite high-profile cyber attacks at Sony, Google, Epsilon, RSA and others this year, only a third of companies surveyed by Advisen, a research group, say they have purchased a cyber insurance policy. Experts say that more companies will get policies in the coming year because of Security and Exchange Commission rules requiring companies to disclose cyber attacks and their costs to shareholders.","Despite high-profile cyber attacks at Sony, Google, Epsilon, RSA and others this year, only a third of companies surveyed by Advisen, a research group, say they have purchased a cyber insurance policy. Experts say that more companies will get poli..."," Dec. 29, 11:50 a.m. | Updated  Adding correction and revising post to reflect Sony’s statement regarding its cyber insurance coverage. ",The New York Times,News,article,682,https://bits.blogs.nytimes.com/2011/12/23/insurance-against-cyber-attacks-expected-to-boom/,Technology,,""
2011-12-15T23:32:11Z,"Amid Claims of More Captured Drones, a Report on Their Vulnerability",An Iranian newspaper reported plans for an “exhibition” of seven captured drones as an American military report warned of vulnerabilities in their communication systems.,An Iranian newspaper reported plans for an “exhibition” of seven captured drones as an American military report warned of vulnerabilities in their communication systems.,"After flaunting its capture of a sophisticated American spy drone on national television last week, Iran is said to be planning to invite local reporters and foreign diplomats to an even more spectacular display of pilotless hardware in the near future.",The New York Times,News,article,977,https://thelede.blogs.nytimes.com/2011/12/15/amid-claims-of-more-captured-drones-a-report-on-their-vulnerability/,Blogs,,""
2011-12-13T03:57:02Z,Profits and Questions at Online Charter Schools,A look at the largest online school company’s operations raises serious questions about whether its schools — and full-time online schools in general — are a good deal for children or taxpayers.,A look at the largest online school company’s operations raises serious questions about whether its schools — and full-time online schools in general — are a good deal for children or taxpayers.,"By almost every educational measure, the Agora Cyber Charter School is failing.",The New York Times,News,article,5103,https://www.nytimes.com/2011/12/13/education/online-schools-score-better-on-wall-street-than-in-classrooms.html,Education,,National
2011-12-03T02:19:12Z,"Go Online, Beat a Puzzle and Become a British Spy",A British spy agency is looking for recruits in a group suspicious of government: hackers.,A British spy agency is looking for recruits in a group suspicious of government: hackers.,LONDON — Psst! Wanna be a spy?,The New York Times,News,article,1113,https://www.nytimes.com/2011/12/03/world/europe/britains-gchq-uses-online-puzzle-to-recruit-hackers.html,World,Europe,Foreign
2011-11-30T13:37:09Z,"Another ‘Special’ Day, Another Retail Dollar","The Day: Snappy sales gimmicks attached to specific days of the week may be the country’s best hope for climbing out of its economic doldrums. Also, what City Room is reading in other newspapers and blogs.","The Day: Snappy sales gimmicks attached to specific days of the week may be the country’s best hope for climbing out of its economic doldrums. Also, what City Room is reading in other newspapers and blogs."," It has become increasingly clear that the country’s best hope to climb out of its economic doldrums may be to keep coming up with snappy sales gimmicks attached to specific days of the week. That’s what now passes for a recovery plan. New York, with its many retailers, hardly stands apart from the trend.",The New York Times,News,article,988,https://cityroom.blogs.nytimes.com/2011/11/30/another-special-day-another-retail-dollar/,New York,,""
2011-11-28T13:40:05Z,"Guardians of the Peace, and Guardians in the Press","The Day: Dealing with reporters and photographers (doing their constitutionally protected work) produces police overreactions time and again. Also, what City Room is reading in other newspapers and blogs.","The Day: Dealing with reporters and photographers (doing their constitutionally protected work) produces police overreactions time and again. Also, what City Room is reading in other newspapers and blogs.","Antigovernment demonstrators took to the streets of Manhattan, marching helter-skelter from the Battery to the United Nations. Several hundred were arrested.",The New York Times,News,article,1045,https://cityroom.blogs.nytimes.com/2011/11/28/guardians-of-the-peace-and-guardians-in-the-press/,New York,,""
2011-11-25T23:43:51Z,Grading a Teacher Evaluation System,"Former Senator Bill Frist, a state lawmaker and an education consultant, responds to an editorial.","Former Senator Bill Frist, a state lawmaker and an education consultant, responds to an editorial.",To the Editor:,The New York Times,Letter,article,522,https://www.nytimes.com/2011/11/26/opinion/tennessees-teacher-evaluation-system.html,Opinion,,Letters
